Date-Time (EDT),"Net Top, Temperature (°F)","Cage, Temperature (°F)","Cage, Light (lum)","Net Bottom, Temperature (°F)","Net Bottom, Light (lum)","Wild, Temperature (°F)"
7/25/23 21:00,60.3,59.33,0,59.72,0,54.9
7/25/23 22:00,60.57,57.63,0,59.49,0,55.6
7/25/23 23:00,60.05,57.48,0,59.49,0,55.2
7/26/23 0:00,60.35,57.86,0,60.03,0,55.3
7/26/23 1:00,60.49,58.87,0,59.72,0,55
7/26/23 2:00,60.24,58.95,0,59.87,0,55.4
7/26/23 3:00,60.03,57.01,0,59.49,0,55.7
7/26/23 4:00,59.49,56.55,0,58.71,0,54.7
7/26/23 5:00,58.29,56.4,0,57.86,0,53.3
7/26/23 6:00,58.35,55.78,2,57.79,1,55.5
7/26/23 7:00,57.65,55.39,12,57.01,6,53.7
7/26/23 8:00,58.87,57.17,26,58.48,12,54.1
7/26/23 9:00,58.87,58.4,43,58.4,16,55.9
7/26/23 10:00,59.7,58.02,70,58.64,22,56.7
7/26/23 11:00,59.39,58.56,93,59.02,29,54.3
7/26/23 12:00,59.31,57.01,110,58.87,31,54.3
7/26/23 13:00,59.33,57.17,110,58.95,31,54.1
7/26/23 14:00,59.12,57.48,83,58.56,28,55.4
7/26/23 15:00,58.83,56.94,55,58.17,23,55.3
7/26/23 16:00,59.02,56.09,35,58.17,17,55.2
7/26/23 17:00,58.37,55.86,21,58.1,11,52.9
7/26/23 18:00,57.69,56.17,13,56.78,6,54.7
7/26/23 19:00,57.94,56.17,5,57.63,2,55
7/26/23 20:00,57.65,55.16,0,56.71,0,57.1
7/26/23 21:00,59.06,57.32,0,58.64,0,54.2
7/26/23 22:00,60.03,59.25,0,59.64,0,54.5
7/26/23 23:00,60.05,57.4,0,59.64,0,55.8
7/27/23 0:00,59.08,57.4,0,58.56,0,54.6
7/27/23 1:00,59.08,57.25,0,58.17,0,55.1
7/27/23 2:00,59.29,58.1,0,58.71,0,55
7/27/23 3:00,59.08,58.02,0,58.71,0,55.5
7/27/23 4:00,58.52,56.63,0,58.1,0,55.7
7/27/23 5:00,58.4,56.63,0,58.02,0,54.9
7/27/23 6:00,57.83,55.93,1,57.09,1,53
7/27/23 7:00,57.23,56.32,6,56.78,4,55.4
7/27/23 8:00,57.13,55.55,31,56.47,12,54.9
7/27/23 9:00,58.39,57.56,30,58.1,8,54.6
7/27/23 10:00,59.08,58.1,35,58.71,25,55.3
7/27/23 11:00,58.25,56.86,57,57.86,12,56.8
7/27/23 12:00,58.56,57.71,25,58.02,6,56.2
7/27/23 13:00,58.48,58.1,8,58.17,2,55.3
7/27/23 14:00,58.31,57.86,22,57.94,5,55.6
7/27/23 15:00,58.46,57.01,26,58.1,7,55.8
7/27/23 16:00,58,57.32,25,57.56,9,56
7/27/23 17:00,57.56,57.17,7,57.17,3,55.1
7/27/23 18:00,56.92,55.62,2,56.63,1,53.6
7/27/23 19:00,56.8,56.17,6,56.55,2,53.4
7/27/23 20:00,57.65,56.47,1,56.63,0,55.5
7/27/23 21:00,57.9,56.17,0,57.71,0,55.4
7/27/23 22:00,58.11,56.86,0,57.94,0,54.2
7/27/23 23:00,57.94,57.4,0,57.71,0,56
7/28/23 0:00,57.92,57.63,0,57.63,0,56.6
7/28/23 1:00,57.88,57.56,0,57.63,0,57.4
7/28/23 2:00,57.92,57.63,0,57.63,0,56.2
7/28/23 3:00,57.75,57.48,0,57.56,0,56.3
7/28/23 4:00,57.69,57.4,0,57.56,0,56.3
7/28/23 5:00,57.84,57.48,0,57.56,0,56
7/28/23 6:00,57.54,55.7,1,57.17,1,55.3
7/28/23 7:00,57.21,56.24,5,56.94,5,53.6
7/28/23 8:00,56.74,56.24,10,56.4,10,53.9
7/28/23 9:00,56.51,55.24,20,55.86,17,54.9
7/28/23 10:00,57.52,56.63,37,57.25,20,55.5
7/28/23 11:00,57.84,57.71,52,57.48,26,55
7/28/23 12:00,57.65,57.25,64,57.09,29,56.9
7/28/23 13:00,57.83,57.4,68,57.32,30,54.1
7/28/23 14:00,58.15,57.71,61,57.79,29,54.8
7/28/23 15:00,58.31,56.24,45,57.71,22,55.4
7/28/23 16:00,58.4,57.48,26,57.94,17,55
7/28/23 17:00,58.67,57.25,13,58.02,10,55.9
7/28/23 18:00,58.52,57.25,5,58.1,6,55.7
7/28/23 19:00,57.92,56.86,1,57.48,1,52.7
7/28/23 20:00,58.93,57.48,0,58.4,0,54.2
7/28/23 21:00,58.71,55.62,0,58.4,0,56.9
7/28/23 22:00,57.71,55.47,0,57.4,0,53.5
7/28/23 23:00,58.4,57.48,0,58.02,0,54.8
7/29/23 0:00,58.08,57.01,0,57.79,0,55.6
7/29/23 1:00,58.33,57.94,0,58.1,0,56.8
7/29/23 2:00,58.39,58.17,0,58.17,0,57.2
7/29/23 3:00,58.29,57.48,0,58.02,0,56.9
7/29/23 4:00,58.21,57.63,0,57.86,0,57.2
7/29/23 5:00,58.58,57.79,0,58.33,0,56.3
7/29/23 6:00,58.27,56.86,1,58.02,1,56.4
7/29/23 7:00,58.1,56.24,4,57.56,4,55.1
7/29/23 8:00,57.59,56.86,8,57.09,8,54.8
7/29/23 9:00,57.21,56.09,18,56.78,18,54.5
7/29/23 10:00,57.19,55.93,33,56.86,28,56.4
7/29/23 11:00,57.96,57.79,59,57.63,29,56.2
7/29/23 12:00,58.52,57.56,77,58.1,30,55.5
7/29/23 13:00,58.33,56.94,83,57.63,31,56.6
7/29/23 14:00,59.54,57.71,83,58.79,62,55.7
7/29/23 15:00,58.71,57.86,72,58.33,28,55.5
7/29/23 16:00,58.54,57.09,16,58.1,8,55.7
7/29/23 17:00,58.48,57.32,7,57.86,5,56.4
7/29/23 18:00,58.79,57.56,2,58.4,2,56.5
7/29/23 19:00,58.52,55.47,0,57.79,0,56.3
7/29/23 20:00,57.48,56.32,0,57.17,0,53.1
7/29/23 21:00,58.89,57.4,0,58.71,0,55
7/29/23 22:00,57.81,56.24,0,57.32,0,56.6
7/29/23 23:00,58.39,57.63,0,57.94,0,56.1
7/30/23 0:00,57.75,57.4,0,57.48,0,55.8
7/30/23 1:00,57.59,57.32,0,57.32,0,57.4
7/30/23 2:00,58.42,57.56,0,57.94,0,58.3
7/30/23 3:00,58.23,58.17,0,58.02,0,55.1
7/30/23 4:00,58.29,58.25,0,58.1,0,55.1
7/30/23 5:00,58.21,58.17,0,57.94,0,56.6
7/30/23 6:00,58.23,57.79,1,57.94,1,56.8
7/30/23 7:00,57.94,56.17,5,57.48,5,57.1
7/30/23 8:00,57.65,56.32,11,57.32,11,57.2
7/30/23 9:00,57.84,56.01,18,57.48,20,54.6
7/30/23 10:00,57.84,55.47,26,57.09,29,57.1
7/30/23 11:00,57.73,56.01,45,57.25,34,56.6
7/30/23 12:00,57.84,56.55,46,57.48,34,55.5
7/30/23 13:00,57.77,57.56,68,57.4,29,55.9
7/30/23 14:00,57.73,57.32,62,57.17,34,56.8
7/30/23 15:00,57.59,57.4,67,57.09,28,56.1
7/30/23 16:00,57.69,57.4,53,57.32,19,56.7
7/30/23 17:00,58.85,57.4,30,58.25,14,56
7/30/23 18:00,58.73,57.48,11,58.48,8,56.3
7/30/23 19:00,59.06,57.4,3,58.56,3,56.3
7/30/23 20:00,59.6,56.01,0,58.79,0,55.5
7/30/23 21:00,58.85,57.32,0,58.48,0,53.5
7/30/23 22:00,58.11,57.71,0,57.79,0,56.3
7/30/23 23:00,58.83,56.01,0,58.48,0,56
7/31/23 0:00,58.56,56.86,0,58.1,0,55.8
7/31/23 1:00,58.31,57.94,0,57.94,0,56.6
7/31/23 2:00,57.9,57.79,0,57.63,0,56.1
7/31/23 3:00,58.25,57.94,0,57.94,0,57.5
7/31/23 4:00,58.21,58.1,0,57.94,0,56.6
7/31/23 5:00,58.08,58.02,0,57.86,0,57
7/31/23 6:00,58,57.63,3,57.71,2,57
7/31/23 7:00,58.06,57.71,8,57.79,6,56.7
7/31/23 8:00,57.69,56.4,5,57.48,6,56.6
7/31/23 9:00,57.75,56.78,11,57.4,18,55
7/31/23 10:00,57.77,57.4,13,57.4,25,53.2
7/31/23 11:00,57.54,56.32,19,57.01,28,55.8
7/31/23 12:00,57.5,56.71,26,57.17,31,56.6
7/31/23 13:00,58.08,57.63,32,57.71,29,55.3
7/31/23 14:00,58.29,57.71,36,57.94,27,56
7/31/23 15:00,58.21,58.02,35,57.86,23,56.7
7/31/23 16:00,58.48,58.1,2,58.1,2,56.1
7/31/23 17:00,58.77,58.33,4,58.56,3,56.1
7/31/23 18:00,58.93,58.25,3,58.56,2,56.7
7/31/23 19:00,58.85,58.33,2,58.48,2,57.1
7/31/23 20:00,58.75,57.56,0,58.4,0,56.3
7/31/23 21:00,58.54,55.78,0,58.1,0,56.1
7/31/23 22:00,58.29,57.63,0,57.94,0,53.1
7/31/23 23:00,58.02,56.71,0,57.17,0,55.9
8/1/23 0:00,58,56.63,0,57.48,0,54.7
8/1/23 1:00,58.77,58.48,0,58.48,0,54.7
8/1/23 2:00,59.04,58.95,0,58.79,0,56.7
8/1/23 3:00,59.22,59.1,0,58.95,0,56.7
8/1/23 4:00,59.04,58.48,0,58.64,0,56.8
8/1/23 5:00,58.62,58.1,0,58.17,0,56.6
8/1/23 6:00,58.4,58.25,2,58.17,1,57.3
8/1/23 7:00,58.39,58.17,5,58.1,4,56.7
8/1/23 8:00,58.1,57.01,7,57.79,7,56.5
8/1/23 9:00,57.73,56.55,10,57.25,13,56.2
8/1/23 10:00,57.4,56.55,13,56.86,19,55.3
8/1/23 11:00,57.17,55.32,17,56.55,25,54.7
8/1/23 12:00,57.01,55.55,30,56.63,34,55.8
8/1/23 13:00,57.59,56.55,7,57.32,10,55.7
8/1/23 14:00,57.9,57.56,7,57.63,8,54.2
8/1/23 15:00,58.54,57.79,31,57.94,67,54.7
8/1/23 16:00,57.79,57.63,10,57.48,8,54.4
8/1/23 17:00,57.63,57.4,9,57.32,7,54.4
8/1/23 18:00,57.28,57.09,3,57.01,3,55.4
8/1/23 19:00,57.42,56.94,2,56.94,2,56
8/1/23 20:00,57.63,57.09,0,57.32,0,56.1
8/1/23 21:00,57.4,56.01,0,57.09,0,55.6
8/1/23 22:00,57.03,54.7,0,56.63,0,55.2
8/1/23 23:00,57.05,55.32,0,56.78,0,54
8/2/23 0:00,56.61,55.47,0,56.32,0,53.4
8/2/23 1:00,57.09,56.78,0,56.78,0,54
8/2/23 2:00,56.86,56.78,0,56.63,0,54.8
8/2/23 3:00,56.9,56.78,0,56.63,0,54.8
8/2/23 4:00,56.67,56.71,0,56.47,0,55.9
8/2/23 5:00,56.72,56.63,0,56.47,0,56.1
8/2/23 6:00,56.76,56.71,1,56.47,1,56.2
8/2/23 7:00,56.78,56.78,4,56.55,5,56
8/2/23 8:00,56.92,56.94,6,56.71,9,55.9
8/2/23 9:00,56.92,56.78,8,56.55,15,55.3
8/2/23 10:00,56.84,55.7,8,56.47,21,55.3
8/2/23 11:00,56.05,55.01,10,55.7,31,55.1
8/2/23 12:00,56.45,55.55,12,56.09,34,54.9
8/2/23 13:00,56.15,55.01,14,55.7,37,54.3
8/2/23 14:00,57.19,56.63,14,56.86,28,55.5
8/2/23 15:00,57.59,57.25,57,57.17,29,55.2
8/2/23 16:00,57.17,56.86,43,56.71,16,55.2
8/2/23 17:00,57.07,56.94,31,56.71,11,54.7
8/2/23 18:00,56.96,56.94,15,56.71,6,54.9
8/2/23 19:00,56.84,56.86,5,56.55,2,56
8/2/23 20:00,57.11,56.78,0,56.63,0,56.2
8/2/23 21:00,57.13,56.86,0,56.86,0,55.9
8/2/23 22:00,57,56.78,0,56.78,0,55.5
8/2/23 23:00,56.55,55.39,0,56.09,0,55.5
8/3/23 0:00,56.59,55.55,0,56.09,0,54.8
8/3/23 1:00,56.18,55.62,0,55.86,0,54.2
8/3/23 2:00,56.63,56.4,0,56.4,0,55.5
8/3/23 3:00,56.59,56.47,0,56.32,0,55.2
8/3/23 4:00,56.53,56.47,0,56.32,0,56.2
8/3/23 5:00,56.4,56.47,0,56.24,0,55.5
8/3/23 6:00,56.47,56.47,4,56.24,1,55.8
8/3/23 7:00,56.49,56.4,15,56.24,5,55.6
8/3/23 8:00,56.71,56.71,26,56.32,11,56.1
8/3/23 9:00,56.76,56.63,31,56.47,16,55.9
8/3/23 10:00,57,56.71,48,56.71,21,55.5
8/3/23 11:00,56.9,56.63,43,56.63,26,55.6
8/3/23 12:00,56.09,55.39,40,55.62,35,55.2
8/3/23 13:00,56.26,55.32,52,55.86,34,55
8/3/23 14:00,56.07,55.93,44,55.7,26,55.1
8/3/23 15:00,56.69,56.4,41,56.32,22,55.5
8/3/23 16:00,57.11,56.63,39,56.63,15,55.4
8/3/23 17:00,57.23,56.86,30,56.78,10,55
8/3/23 18:00,57.07,56.94,18,56.86,6,55.2
8/3/23 19:00,57.01,56.94,4,56.78,1,55.1
8/3/23 20:00,56.98,57.01,0,56.63,0,55.9
8/3/23 21:00,57.03,56.94,0,56.71,0,56.6
8/3/23 22:00,57.19,56.94,0,56.94,0,56.8
8/3/23 23:00,57.07,56.94,0,56.78,0,56.8
8/4/23 0:00,56.96,55.86,0,56.55,0,55.8
8/4/23 1:00,56.94,55.7,0,56.55,0,54.8
8/4/23 2:00,56.47,56.01,0,56.24,0,54.7
8/4/23 3:00,56.88,56.55,0,56.63,0,56.4
8/4/23 4:00,56.88,56.86,0,56.63,0,55.7
8/4/23 5:00,56.8,56.78,0,56.55,0,56.4
8/4/23 6:00,56.86,56.86,1,56.55,0,56
8/4/23 7:00,56.8,56.78,2,56.63,1,56.2
8/4/23 8:00,56.82,56.86,1,56.55,1,56.5
8/4/23 9:00,56.82,56.86,2,56.55,1,56.6
8/4/23 10:00,56.94,56.86,2,56.63,1,56.6
8/4/23 11:00,56.86,57.01,2,56.63,2,56.2
8/4/23 12:00,56.86,55.93,1,56.55,3,56.1
8/4/23 13:00,56.24,55.62,1,55.93,2,55.5
8/4/23 14:00,56.36,55.55,6,56.01,8,54.9
8/4/23 15:00,56.26,55.86,4,56.01,5,55.7
8/4/23 16:00,56.67,55.93,6,56.4,8,56.2
8/4/23 17:00,56.78,56.47,3,56.55,3,55.9
8/4/23 18:00,56.78,56.63,0,56.55,0,56.2
8/4/23 19:00,56.82,56.78,0,56.55,0,55.9
8/4/23 20:00,56.82,56.86,0,56.55,0,56.3
8/4/23 21:00,56.86,56.86,0,56.63,0,56.5
8/4/23 22:00,56.94,56.86,0,56.63,0,56.2
8/4/23 23:00,56.88,56.94,0,56.55,0,55.8
8/5/23 0:00,56.71,56.47,0,56.47,0,55.9
8/5/23 1:00,56.55,55.32,0,56.32,0,55.3
8/5/23 2:00,56.28,55.55,0,56.01,0,55.2
8/5/23 3:00,56.01,55.62,0,55.78,0,55.4
8/5/23 4:00,56.53,56.47,0,56.32,0,56.2
8/5/23 5:00,56.61,56.63,0,56.4,0,55.8
8/5/23 6:00,56.65,56.55,0,56.4,0,56.2
8/5/23 7:00,56.65,56.63,4,56.4,2,56.3
8/5/23 8:00,56.72,56.55,4,56.55,2,56.1
8/5/23 9:00,56.76,56.71,6,56.4,5,56.2
8/5/23 10:00,56.96,56.94,5,56.71,5,56.1
8/5/23 11:00,56.96,56.86,15,56.63,12,55.8
8/5/23 12:00,56.9,56.47,19,56.63,26,55.6
8/5/23 13:00,56.59,55.24,13,56.24,24,55.7
8/5/23 14:00,56.36,54.93,10,56.09,24,55.1
8/5/23 15:00,56.34,55.39,8,56.01,20,55.3
8/5/23 16:00,56.61,55.47,7,56.09,15,55.6
8/5/23 17:00,56.86,56.47,2,56.63,4,55.6
8/5/23 18:00,56.96,56.94,3,56.71,5,55.4
8/5/23 19:00,56.92,56.86,1,56.63,2,54.9
8/5/23 20:00,56.9,56.78,0,56.63,0,55.2
8/5/23 21:00,56.86,56.71,0,56.63,0,55.3
8/5/23 22:00,56.88,56.71,0,56.63,0,56.1
8/5/23 23:00,56.92,56.78,0,56.71,0,56.5
8/6/23 0:00,56.88,56.78,0,56.71,0,56
8/6/23 1:00,56.71,55.93,0,56.4,0,55.7
8/6/23 2:00,56.4,55.62,0,55.93,0,55.7
8/6/23 3:00,56.51,55.86,0,56.24,0,55.4
8/6/23 4:00,56.32,56.01,0,56.09,0,54.6
8/6/23 5:00,56.28,56.32,0,56.01,0,56
8/6/23 6:00,56.32,56.32,1,56.09,1,55.6
8/6/23 7:00,56.34,56.4,8,56.09,4,56.1
8/6/23 8:00,56.38,56.32,41,56.09,9,55.6
8/6/23 9:00,56.45,56.4,71,56.17,16,55.9
8/6/23 10:00,56.49,56.47,106,56.17,21,56
8/6/23 11:00,56.57,56.55,98,56.17,26,56.1
8/6/23 12:00,56.69,56.47,89,56.4,27,55.8
8/6/23 13:00,56.86,56.71,36,56.63,12,55.9
8/6/23 14:00,56.69,56.32,42,56.47,25,55.9
8/6/23 15:00,56.49,55.47,49,56.09,26,55.4
8/6/23 16:00,56.22,55.47,27,55.93,17,55.4
8/6/23 17:00,56.49,55.93,20,56.09,11,54.7
8/6/23 18:00,57.13,56.4,6,56.94,5,55.9
8/6/23 19:00,56.82,56.55,4,56.63,1,55.6
8/6/23 20:00,56.84,56.63,0,56.63,0,55.2
8/6/23 21:00,56.92,56.63,0,56.63,0,55.1
8/6/23 22:00,56.82,56.71,0,56.55,0,55.7
8/6/23 23:00,56.86,56.86,0,56.55,0,56.2
8/7/23 0:00,56.8,56.78,0,56.55,0,56.5
8/7/23 1:00,56.76,56.63,0,56.55,0,55.9
8/7/23 2:00,56.71,56.63,0,56.47,0,55.4
8/7/23 3:00,56.2,55.7,0,55.93,0,55.5
8/7/23 4:00,56.4,55.16,0,55.86,0,55.2
8/7/23 5:00,56.07,55.39,0,55.86,0,55.1
8/7/23 6:00,56.28,56.24,1,56.09,1,54.9
8/7/23 7:00,56.4,56.4,6,56.09,4,55.7
8/7/23 8:00,56.51,56.4,15,56.17,7,55.2
8/7/23 9:00,56.51,56.47,39,56.32,17,55.7
8/7/23 10:00,56.55,56.63,31,56.32,12,55.7
8/7/23 11:00,56.8,56.71,59,56.55,25,56
8/7/23 12:00,56.82,56.71,23,56.63,11,56
8/7/23 13:00,57.17,56.86,15,56.71,13,55.9
8/7/23 14:00,56.88,56.4,5,56.63,7,56.1
8/7/23 15:00,56.69,55.86,7,56.4,10,56.2
8/7/23 16:00,56.74,55.78,3,56.24,5,55.5
8/7/23 17:00,56.24,55.7,3,55.93,5,54.9
8/7/23 18:00,56.24,55.7,2,56.01,3,55.7
8/7/23 19:00,56.65,56.47,0,56.4,0,55.7
8/7/23 20:00,56.49,56.47,0,56.24,0,55.8
8/7/23 21:00,56.47,56.55,0,56.24,0,55.5
8/7/23 22:00,56.45,56.55,0,56.17,0,55.5
8/7/23 23:00,56.55,56.55,0,56.4,0,55.7
8/8/23 0:00,56.55,56.47,0,56.32,0,56.1
8/8/23 1:00,56.61,56.55,0,56.24,0,56.4
8/8/23 2:00,56.55,56.55,0,56.32,0,56.4
8/8/23 3:00,56.59,56.55,0,56.4,0,56.5
8/8/23 4:00,56.63,55.55,0,56.4,0,56
8/8/23 5:00,56.67,55.93,0,56.32,0,55.9
8/8/23 6:00,56.45,56.17,0,56.17,0,54.7
8/8/23 7:00,56.53,56.32,1,56.24,1,55.6
8/8/23 8:00,56.49,56.32,2,56.17,3,56.3
8/8/23 9:00,56.45,56.4,4,56.24,2,55.7
8/8/23 10:00,56.45,56.47,5,56.24,3,56
8/8/23 11:00,56.47,56.4,6,56.17,3,56.3
8/8/23 12:00,56.45,56.4,4,56.17,2,56.5
8/8/23 13:00,56.63,56.4,2,56.32,2,57
8/8/23 14:00,56.76,56.4,3,56.47,4,57.2
8/8/23 15:00,57.13,56.55,3,56.86,4,57.2
8/8/23 16:00,57.11,56.63,2,56.78,5,57.2
8/8/23 17:00,57.03,56.32,2,56.63,7,56.1
8/8/23 18:00,57,56.55,0,56.71,1,55.5
8/8/23 19:00,57.01,56.86,0,56.71,0,56.2
8/8/23 20:00,57.03,56.86,0,56.78,0,56.5
8/8/23 21:00,56.98,56.94,0,56.71,0,56.7
8/8/23 22:00,56.86,56.94,0,56.63,0,56.5
8/8/23 23:00,56.86,56.86,0,56.55,0,56.6
8/9/23 0:00,56.9,56.86,0,56.63,0,56.6
8/9/23 1:00,56.9,56.86,0,56.71,0,56.9
8/9/23 2:00,56.92,56.86,0,56.63,0,57.1
8/9/23 3:00,57.01,56.78,0,56.78,0,56.9
8/9/23 4:00,57,56.86,0,56.86,0,56.8
8/9/23 5:00,56.98,56.86,0,56.78,0,56.8
8/9/23 6:00,56.96,56.78,0,56.63,1,55.9
8/9/23 7:00,56.88,56.63,1,56.71,4,56.5
8/9/23 8:00,56.94,56.94,5,56.78,11,56.7
8/9/23 9:00,57.07,57.09,5,56.86,9,56.7
8/9/23 10:00,57.15,57.09,14,56.86,22,56.7
8/9/23 11:00,57.38,57.17,5,57.09,7,56.7
8/9/23 12:00,57.73,57.17,8,57.32,11,56.6
8/9/23 13:00,58.08,57.48,26,57.79,42,56.7
8/9/23 14:00,58.15,57.48,18,57.79,30,57.1
8/9/23 15:00,58.06,57.56,5,57.79,19,57.1
8/9/23 16:00,57.71,57.25,2,57.4,11,56.6
8/9/23 17:00,57.42,57.09,1,57.01,4,56.5
8/9/23 18:00,57.48,56.94,1,57.09,5,55
8/9/23 19:00,57.3,56.63,0,56.86,1,55
8/9/23 20:00,57.32,56.94,0,57.01,0,56.5
8/9/23 21:00,57.54,57.4,0,57.32,0,55.5
8/9/23 22:00,57.57,57.32,0,57.32,0,56
8/9/23 23:00,57.4,57.4,0,57.25,0,56.5
8/10/23 0:00,57.44,57.4,0,57.17,0,56.8
8/10/23 1:00,57.4,57.32,0,57.17,0,57
8/10/23 2:00,57.38,57.4,0,57.17,0,56.8
8/10/23 3:00,57.3,57.4,0,57.17,0,56.6
8/10/23 4:00,57.27,57.32,0,57.01,0,56.4
8/10/23 5:00,57.25,57.09,0,56.94,0,56.4
8/10/23 6:00,57.17,56.4,0,56.86,1,55.1
8/10/23 7:00,57.05,56.47,2,56.78,4,55.3
8/10/23 8:00,57.17,56.71,4,56.94,8,55.6
8/10/23 9:00,56.67,56.17,8,56.32,13,56.2
8/10/23 10:00,57.17,56.4,12,56.78,18,56.3
8/10/23 11:00,57.17,56.78,8,56.86,10,55.8
8/10/23 12:00,57.15,57.01,9,56.86,9,56.4
8/10/23 13:00,57.32,57.09,21,56.78,22,56
8/10/23 14:00,57.23,57.01,21,56.86,25,56.4
8/10/23 15:00,57.4,57.01,5,57.01,8,56.6
8/10/23 16:00,57.32,57.09,7,57.01,13,56.9
8/10/23 17:00,57.19,57.09,3,57.01,7,56.7
8/10/23 18:00,57.38,56.24,1,57.01,4,55.3
8/10/23 19:00,57.27,56.47,0,56.94,1,54.4
8/10/23 20:00,56.96,56.24,0,56.78,0,56.2
8/10/23 21:00,57.34,56.94,0,57.25,0,56.7
8/10/23 22:00,57.21,56.94,0,56.94,0,56.4
8/10/23 23:00,57.11,57.01,0,56.86,0,55.3
8/11/23 0:00,57.38,57.01,0,56.86,0,55.5
8/11/23 1:00,57.11,57.01,0,56.94,0,55.3
8/11/23 2:00,57.11,57.01,0,56.86,0,55.8
8/11/23 3:00,57.17,57.01,0,56.86,0,56.1
8/11/23 4:00,57.11,57.01,0,56.86,0,56.5
8/11/23 5:00,57.09,57.09,0,56.86,0,56.8
8/11/23 6:00,57.11,57.09,0,56.86,0,56.9
8/11/23 7:00,57.13,56.17,1,56.86,4,56.1
8/11/23 8:00,57.11,56.55,6,56.86,9,54.4
8/11/23 9:00,57.07,56.78,14,56.78,17,56.7
8/11/23 10:00,58.06,57.17,24,57.79,27,56.6
8/11/23 11:00,58.31,58.17,18,58.1,26,56.6
8/11/23 12:00,58.89,58.79,21,58.56,26,56
8/11/23 13:00,59.08,59.02,21,58.87,24,56
8/11/23 14:00,59.2,57.71,16,58.95,14,56.4
8/11/23 15:00,59.14,57.56,5,58.71,9,56.4
8/11/23 16:00,59.08,57.79,9,58.71,14,56.7
8/11/23 17:00,59.6,58.02,5,59.1,9,56.5
8/11/23 18:00,59.78,56.94,1,59.25,4,56.3
8/11/23 19:00,58.17,56.86,0,57.48,1,56.1
8/11/23 20:00,58.62,57.17,0,57.56,0,55.3
8/11/23 21:00,58.98,56.4,0,57.86,0,55.4
8/11/23 22:00,58.81,57.25,0,58.56,0,56.5
8/11/23 23:00,58.71,58.02,0,58.4,0,55.2
8/12/23 0:00,58.56,58.56,0,58.33,0,55.7
8/12/23 1:00,58.54,58.56,0,58.33,0,56.8
8/12/23 2:00,58.39,57.94,0,58.17,0,57.4
8/12/23 3:00,58.31,58.17,0,58.1,0,56.2
8/12/23 4:00,58.25,58.02,0,58.02,0,55.7
8/12/23 5:00,58.06,57.94,0,57.86,0,55.7
8/12/23 6:00,58.06,58.02,0,57.86,0,56.3
8/12/23 7:00,57.75,56.17,1,57.25,3,56
8/12/23 8:00,57.32,56.24,3,57.09,8,54.7
8/12/23 9:00,57.23,56.55,5,56.71,11,53.9
8/12/23 10:00,57.23,55.62,11,56.55,19,55.3
8/12/23 11:00,57.71,56.09,16,57.09,23,54.9
8/12/23 12:00,57.88,57.63,25,57.56,25,54.7
8/12/23 13:00,57.88,57.32,26,57.48,24,55.7
8/12/23 14:00,58.04,57.17,26,57.63,23,55.6
8/12/23 15:00,58.25,57.25,20,57.86,19,55
8/12/23 16:00,57.79,57.01,8,57.32,11,55.4
8/12/23 17:00,58.23,56.86,7,57.79,13,56
8/12/23 18:00,58.15,57.01,1,57.63,2,56
8/12/23 19:00,57.63,56.78,0,57.25,1,56.1
8/12/23 20:00,57.42,55.32,0,56.94,0,55.6
8/12/23 21:00,57.63,55.7,0,57.25,0,53.8
8/12/23 22:00,57.21,55.7,0,56.86,0,54.8
8/12/23 23:00,57.69,55.93,0,57.32,0,55.6
8/13/23 0:00,57.46,57.01,0,57.17,0,54.9
8/13/23 1:00,57.32,56.94,0,57.09,0,56.2
8/13/23 2:00,57.17,57.01,0,56.86,0,55.9
8/13/23 3:00,57.54,57.09,0,57.09,0,56.7
8/13/23 4:00,57.57,57.25,0,57.25,0,55.7
8/13/23 5:00,57.77,57.71,0,57.56,0,56.3
8/13/23 6:00,57.81,57.71,0,57.63,0,56.6
8/13/23 7:00,57.69,56.55,1,57.48,2,56.6
8/13/23 8:00,57.59,56.78,1,57.32,1,56.4
8/13/23 9:00,57.4,56.78,1,56.94,2,55.4
8/13/23 10:00,57.34,56.4,2,57.01,4,53.9
8/13/23 11:00,57.27,56.32,4,56.78,7,56.8
8/13/23 12:00,57.27,56.55,7,56.63,11,56.6
8/13/23 13:00,57.56,56.71,20,57.25,23,56.8
8/13/23 14:00,57.54,57.25,4,57.25,5,56.4
8/13/23 15:00,58.69,57.71,5,58.33,5,56.6
8/13/23 16:00,58.1,57.56,5,57.63,5,56.6
8/13/23 17:00,58.02,57.63,7,57.56,10,56.7
8/13/23 18:00,58.21,57.56,1,57.63,2,57
8/13/23 19:00,58.08,57.01,0,57.71,0,56.8
8/13/23 20:00,58.15,57.56,0,57.86,0,56.9
8/13/23 21:00,58,55.86,0,57.71,0,55.2
8/13/23 22:00,57.73,56.71,0,57.09,0,54
8/13/23 23:00,57.63,56.63,0,57.32,0,55.8
8/14/23 0:00,58.4,57.01,0,58.17,0,56.7
8/14/23 1:00,58.17,57.79,0,57.86,0,55.5
8/14/23 2:00,57.77,57.48,0,57.56,0,55.7
8/14/23 3:00,57.59,57.56,0,57.32,0,56.9
8/14/23 4:00,57.63,57.56,0,57.4,0,57.4
8/14/23 5:00,57.84,57.63,0,57.48,0,56.5
8/14/23 6:00,57.84,57.63,0,57.63,1,57
8/14/23 7:00,57.92,57.71,2,57.71,3,56.9
