Date-Time (EDT),"Net Top, Temperature (°F)","Cage, Temperature (°F)","Cage, Light (lum)","Net Bottom, Temperature (°F)","Net Bottom, Light (lum)","Wild, Temperature (°F)"
9/21/23 13:00,57.11,56.86,39.2,56.78,26.31,56.45
9/21/23 14:00,56.92,56.63,8.7,56.47,9.84,56.53
9/21/23 15:00,56.63,56.4,15.7,56.4,19.5,56.72
9/21/23 16:00,56.65,56.17,7.2,56.32,12.36,56.09
9/21/23 17:00,56.51,56.17,4.9,56.24,5.25,55.97
9/21/23 18:00,56.55,56.17,2.1,56.4,1.57,55.78
9/21/23 19:00,57.05,56.86,0,56.86,0,56.4
9/21/23 20:00,56.88,56.94,0,56.63,0,56.71
9/21/23 21:00,56.8,56.86,0,56.63,0,56.17
9/21/23 22:00,56.84,56.86,0,56.55,0,56.34
9/21/23 23:00,56.96,56.94,0,56.63,0,56.44
9/22/23 0:00,56.96,57.01,0,56.63,0,56.96
9/22/23 1:00,56.96,56.94,0,56.71,0,57.25
9/22/23 2:00,57.01,56.94,0,56.78,0,57.01
9/22/23 3:00,57.07,57.01,0,56.78,0,56.96
9/22/23 4:00,56.98,56.63,0,56.78,0,57.01
9/22/23 5:00,56.96,56.55,0,56.71,0,56.59
9/22/23 6:00,57.01,56.55,0,56.86,0,55.86
9/22/23 7:00,57.01,56.78,2.5,56.71,1.62,56.59
9/22/23 8:00,56.96,57.01,11.5,56.78,6.85,56.28
9/22/23 9:00,56.96,57.01,24.5,56.71,13.45,56.42
9/22/23 10:00,57.11,57.01,39.6,56.78,21.11,56.24
9/22/23 11:00,57.23,57.09,51.7,56.94,23.96,56.76
9/22/23 12:00,57.28,57.09,52.1,56.94,24.88,57
9/22/23 13:00,57.63,57.09,43.9,57.09,24.05,57.42
9/22/23 14:00,57.56,57.17,30.7,57.25,20.28,57.46
9/22/23 15:00,57.83,57.32,13.8,57.48,11.85,57.44
9/22/23 16:00,57.75,57.17,9.3,57.63,9.41,56.67
9/22/23 17:00,57.63,56.94,4.5,57.48,3.99,56.09
9/22/23 18:00,57.42,57.4,1.2,57.25,0.8,56.13
9/22/23 19:00,57.54,57.17,0,57.32,0,56.86
9/22/23 20:00,57.52,57.32,0,57.17,0,57.01
9/22/23 21:00,57.32,57.4,0,57.09,0,57.21
9/22/23 22:00,57.34,57.4,0,57.17,0,57
9/22/23 23:00,57.32,57.4,0,57.09,0,57.03
9/23/23 0:00,57.28,57.4,0,57.01,0,57.07
9/23/23 1:00,57.32,57.4,0,57.09,0,57.15
9/23/23 2:00,57.28,57.32,0,57.09,0,57.42
9/23/23 3:00,57.28,57.4,0,57.09,0,57.32
9/23/23 4:00,57.3,57.25,0,57.09,0,57.32
9/23/23 5:00,57.27,57.25,0,57.01,0,56.61
9/23/23 6:00,57.27,57.09,0,57.09,0,56.26
9/23/23 7:00,57.25,57.25,1,57.01,0.67,56.18
9/23/23 8:00,57.27,57.32,4.2,57.01,2.89,57.05
9/23/23 9:00,57.32,57.32,5.8,57.09,3.48,57.09
9/23/23 10:00,57.46,57.32,8.3,57.17,4.36,57
9/23/23 11:00,57.4,57.32,14.7,57.09,8.58,56.96
9/23/23 12:00,57.4,57.32,16.3,57.09,11.69,57.07
9/23/23 13:00,57.44,57.32,12.4,57.09,8.07,57.15
9/23/23 14:00,57.38,57.32,7.1,57.09,5.13,57.23
9/23/23 15:00,57.38,57.32,3.8,57.09,3.73,57.19
9/23/23 16:00,57.36,57.32,2,57.09,2.4,57.19
9/23/23 17:00,57.36,57.17,1,57.09,1.15,56.36
9/23/23 18:00,57.32,57.01,0.1,57.09,0.19,56.03
9/23/23 19:00,57.44,57.01,0,57.17,0,57.23
9/23/23 20:00,57.61,57.48,0,57.4,0,57.01
9/23/23 21:00,57.54,57.56,0,57.25,0,57.17
9/23/23 22:00,57.46,57.48,0,57.17,0,56.67
9/23/23 23:00,57.54,57.4,0,57.25,0,56.8
9/24/23 0:00,57.61,57.56,0,57.4,0,56.8
9/24/23 1:00,57.54,57.56,0,57.32,0,57.21
9/24/23 2:00,57.5,57.56,0,57.25,0,57.17
9/24/23 3:00,57.5,57.48,0,57.25,0,57.27
9/24/23 4:00,57.5,57.56,0,57.32,0,57.03
9/24/23 5:00,57.36,57.01,0,57.17,0,56.88
9/24/23 6:00,57.36,57.01,0,57.25,0,56.45
9/24/23 7:00,57.25,56.94,0.2,57.01,0.46,56.09
9/24/23 8:00,57.17,57.01,1,56.86,1.51,56.86
9/24/23 9:00,57.38,57.25,1.4,57.17,2.06,57.05
9/24/23 10:00,57.4,57.4,3.3,57.17,4.28,56.8
9/24/23 11:00,57.44,57.48,5.1,57.17,5.46,56.96
9/24/23 12:00,57.48,57.48,5,57.17,5.21,56.86
9/24/23 13:00,57.61,57.48,6.1,57.4,7.31,57.01
9/24/23 14:00,57.57,57.56,4.1,57.32,5.63,57.17
9/24/23 15:00,57.65,57.56,2.5,57.4,5.21,57.23
9/24/23 16:00,57.75,57.4,0.9,57.48,2.4,57.34
9/24/23 17:00,57.59,57.32,0.3,57.32,1.11,57.32
9/24/23 18:00,57.5,57.01,0,57.32,0.15,56.55
9/24/23 19:00,57.42,57.01,0,57.17,0,56.11
9/24/23 20:00,57.23,56.86,0,57.01,0,57.11
9/24/23 21:00,57.44,57.48,0,57.17,0,56.98
9/24/23 22:00,57.42,57.4,0,57.17,0,56.9
9/24/23 23:00,57.34,57.4,0,57.09,0,57.11
9/25/23 0:00,57.32,57.4,0,57.09,0,56.84
9/25/23 1:00,57.32,57.32,0,57.01,0,56.96
9/25/23 2:00,57.32,57.4,0,57.17,0,57.11
9/25/23 3:00,57.32,57.32,0,57.17,0,57.3
9/25/23 4:00,57.32,57.32,0,57.09,0,57.21
9/25/23 5:00,57.32,57.32,0,57.09,0,57.11
9/25/23 6:00,57.28,57.32,0,57.01,0,57.01
9/25/23 7:00,57.27,56.86,0.3,57.09,0.76,56.92
9/25/23 8:00,57.23,56.94,1.2,56.94,2.93,57.09
9/25/23 9:00,57.09,56.94,3.8,56.78,7.91,56.28
9/25/23 10:00,57.25,57.09,4.7,57.01,6.68,56.98
9/25/23 11:00,57.34,57.32,7.8,57.17,9.16,57.01
9/25/23 12:00,57.5,57.48,9.5,57.25,9.5,56.96
9/25/23 13:00,57.59,57.63,6.5,57.4,12.52,57.17
9/25/23 14:00,57.86,57.79,9.1,57.56,10.08,57.28
9/25/23 15:00,57.92,58.02,6.6,57.63,8.16,57.42
9/25/23 16:00,58,57.86,2.4,57.79,5.25,57.48
9/25/23 17:00,57.86,57.86,0.9,57.63,2.23,57.5
9/25/23 18:00,57.84,57.25,0.1,57.4,0.42,57.59
9/25/23 19:00,57.5,57.17,0,57.25,0,57.69
9/25/23 20:00,57.5,56.94,0,57.17,0,56.76
9/25/23 21:00,57.38,57.01,0,57.09,0,56.24
9/25/23 22:00,57.38,57.32,0,57.09,0,57.01
9/25/23 23:00,57.36,57.48,0,57.09,0,57.15
9/26/23 0:00,57.32,57.4,0,57.17,0,57.34
9/26/23 1:00,57.27,57.17,0,57.01,0,57.07
9/26/23 2:00,57.28,57.32,0,57.09,0,57.25
9/26/23 3:00,57.25,57.25,0,56.94,0,57.27
9/26/23 4:00,57.17,57.09,0,56.86,0,57.27
9/26/23 5:00,57.23,57.32,0,57.01,0,57.17
9/26/23 6:00,57.19,57.25,0,56.94,0,57.13
9/26/23 7:00,57.15,57.25,0.2,56.86,0.69,57.17
9/26/23 8:00,57.07,57.01,0.9,56.86,3.99,57.13
9/26/23 9:00,57.17,57.01,1.6,56.94,7.14,57.11
9/26/23 10:00,57.17,57.09,3.2,56.86,9.5,56.72
9/26/23 11:00,57.27,57.09,5.3,56.94,11.35,56.86
9/26/23 12:00,57.5,57.4,7.2,57.25,13.36,57.03
9/26/23 13:00,57.57,57.4,8.8,57.25,14.21,56.82
9/26/23 14:00,57.86,57.48,7.2,57.56,12.02,56.96
9/26/23 15:00,58,57.71,5.4,57.71,9.41,57.13
9/26/23 16:00,57.96,57.71,2.8,57.56,5.93,57.28
9/26/23 17:00,57.77,57.56,1,57.48,2.52,57.34
9/26/23 18:00,57.59,57.48,0.1,57.25,0.38,57.34
9/26/23 19:00,57.54,57.32,0,57.32,0,57.27
9/26/23 20:00,57.5,57.01,0,57.25,0,57.28
9/26/23 21:00,57.38,56.78,0,57.09,0,56.8
9/26/23 22:00,57.27,57.17,0,57.01,0,56.47
9/26/23 23:00,57.27,57.25,0,57.01,0,57.11
9/27/23 0:00,57.27,57.4,0,57.09,0,56.8
9/27/23 1:00,57.27,57.4,0,57.01,0,57.07
9/27/23 2:00,57.27,57.32,0,57.01,0,57.11
9/27/23 3:00,57.23,57.32,0,57.01,0,57.01
9/27/23 4:00,57.15,57.17,0,56.94,0,57.09
9/27/23 5:00,57.11,57.09,0,56.94,0,56.9
9/27/23 6:00,57.09,57.09,0,56.86,0,56.76
9/27/23 7:00,57.05,57.09,0.2,56.78,0.65,56.72
9/27/23 8:00,57.01,56.94,0.7,56.78,2.81,56.36
9/27/23 9:00,56.98,56.55,0.9,56.78,6.6,56.32
9/27/23 10:00,56.98,56.55,1.6,56.63,10.5,56.3
9/27/23 11:00,56.86,56.71,3,56.55,13.11,56.45
9/27/23 12:00,57.17,57.09,3.5,56.86,13.03,56.38
9/27/23 13:00,57.48,57.4,4.8,57.17,13.96,56.76
9/27/23 14:00,57.56,57.4,4.7,57.09,12.19,56.61
9/27/23 15:00,57.52,57.48,4.5,57.25,10.17,56.82
9/27/23 16:00,57.56,57.56,2.6,57.25,6.31,56.72
9/27/23 17:00,57.48,57.48,0.9,57.25,2.57,57.07
9/27/23 18:00,57.5,57.48,0.1,57.25,0.31,57.01
9/27/23 19:00,57.44,57.48,0,57.32,0,56.96
9/27/23 20:00,57.4,57.09,0,57.09,0,56.88
9/27/23 21:00,57.25,56.94,0,56.94,0,56.92
9/27/23 22:00,57.11,56.71,0,57.01,0,56.53
9/27/23 23:00,57.05,56.71,0,56.86,0,56.44
9/28/23 0:00,57.03,57.01,0,56.86,0,56.88
9/28/23 1:00,57.03,57.09,0,56.78,0,56.72
9/28/23 2:00,57.05,57.09,0,56.78,0,56.92
9/28/23 3:00,57.03,57.09,0,56.86,0,56.9
9/28/23 4:00,57,57.09,0,56.78,0,56.8
9/28/23 5:00,57.01,56.94,0,56.78,0,56.88
9/28/23 6:00,56.98,56.86,0,56.71,0,56.84
9/28/23 7:00,56.96,57.01,0.1,56.78,0.5,56.8
9/28/23 8:00,56.94,57.01,0.5,56.71,2.02,56.76
9/28/23 9:00,56.98,56.94,0.7,56.71,4.07,56.63
9/28/23 10:00,56.92,56.94,0.8,56.71,5.84,56.69
9/28/23 11:00,56.82,56.78,0.9,56.55,8.16,56.63
9/28/23 12:00,56.94,56.78,1.6,56.63,8.41,56.82
9/28/23 13:00,57.17,57.09,2.2,56.94,8.83,56.49
9/28/23 14:00,57.38,57.32,2.3,57.09,6.89,56.67
9/28/23 15:00,57.36,57.4,2.2,57.17,6.18,56.94
9/28/23 16:00,57.36,57.32,1.5,57.09,3.82,56.76
9/28/23 17:00,57.4,57.32,0.5,57.01,1.45,56.72
9/28/23 18:00,57.3,57.4,0,57.01,0.25,56.92
9/28/23 19:00,57.25,57.25,0,56.94,0,56.72
9/28/23 20:00,57.21,57.09,0,56.94,0,56.76
9/28/23 21:00,57.13,56.94,0,56.78,0,56.65
9/28/23 22:00,57.01,57.01,0,56.78,0,56.57
9/28/23 23:00,56.84,56.71,0,56.55,0,56.55
9/29/23 0:00,56.82,56.86,0,56.63,0,56.65
9/29/23 1:00,56.88,56.86,0,56.63,0,56.61
9/29/23 2:00,56.86,56.86,0,56.55,0,56.59
9/29/23 3:00,56.9,56.86,0,56.63,0,56.71
9/29/23 4:00,56.86,56.86,0,56.71,0,56.69
9/29/23 5:00,56.88,56.78,0,56.63,0,56.71
9/29/23 6:00,56.88,57.01,0,56.71,0,56.71
9/29/23 7:00,56.88,56.78,0.1,56.63,0.59,56.51
9/29/23 8:00,56.84,56.86,0.3,56.55,1.57,56.49
9/29/23 9:00,56.84,56.78,0.4,56.55,2.93,56.49
9/29/23 10:00,56.86,56.78,0.7,56.63,4.66,56.42
9/29/23 11:00,56.71,56.63,0.6,56.47,5.76,56.44
9/29/23 12:00,56.71,56.63,0.9,56.47,7.73,56.34
9/29/23 13:00,56.69,56.63,0.7,56.32,5.21,56.57
9/29/23 14:00,56.96,56.94,1.1,56.71,6.6,56.24
9/29/23 15:00,57.11,57.09,1.6,56.86,6.89,56.51
9/29/23 16:00,57.11,57.09,0.7,56.94,2.72,56.65
9/29/23 17:00,57.03,57.09,0.7,56.78,2.31,56.55
9/29/23 18:00,57.11,57.01,0,56.86,0.27,56.65
9/29/23 19:00,57.11,57.17,0,56.94,0,56.57
9/29/23 20:00,57.03,57.09,0,56.78,0,56.44
9/29/23 21:00,56.96,56.71,0,56.71,0,56.47
9/29/23 22:00,56.8,56.78,0,56.63,0,56.45
9/29/23 23:00,56.72,56.78,0,56.55,0,56.44
9/30/23 0:00,56.59,56.55,0,56.32,0,56.26
9/30/23 1:00,56.57,56.63,0,56.32,0,56.49
9/30/23 2:00,56.71,56.78,0,56.55,0,56.24
9/30/23 3:00,56.69,56.78,0,56.4,0,56.44
9/30/23 4:00,56.71,56.63,0,56.47,0,56.53
9/30/23 5:00,56.71,56.63,0,56.55,0,56.55
9/30/23 6:00,56.71,56.63,0,56.4,0,56.53
9/30/23 7:00,56.71,56.78,0,56.4,0.19,56.49
9/30/23 8:00,56.71,56.71,0.2,56.47,1.36,56.28
9/30/23 9:00,56.61,56.55,0.5,56.32,3.52,56.28
9/30/23 10:00,56.61,56.55,0.6,56.32,4.83,56.28
9/30/23 11:00,56.63,56.55,0.6,56.32,6.77,56.24
9/30/23 12:00,56.45,56.4,0.7,56.17,9.16,56.22
9/30/23 13:00,56.63,56.47,0.4,56.4,5.75,56.28
9/30/23 14:00,56.44,56.4,0.5,56.24,4.62,56.42
9/30/23 15:00,56.76,56.78,0.8,56.47,4.95,56.17
9/30/23 16:00,56.86,56.86,0.6,56.63,3.36,56.38
9/30/23 17:00,56.86,56.86,0.3,56.63,1.51,56.53
9/30/23 18:00,56.8,56.86,0,56.63,0.19,56.42
9/30/23 19:00,56.76,56.78,0,56.55,0,56.45
9/30/23 20:00,56.74,56.78,0,56.47,0,56.28
9/30/23 21:00,56.65,56.78,0,56.4,0,56.2
9/30/23 22:00,56.65,56.4,0,56.4,0,56.22
9/30/23 23:00,56.53,56.4,0,56.32,0,56.05
10/1/23 0:00,56.47,56.47,0,56.24,0,56.05
10/1/23 1:00,56.32,56.4,0,56.17,0,56.07
10/1/23 2:00,56.3,56.4,0,56.09,0,56.2
10/1/23 3:00,56.45,56.47,0,56.24,0,56.03
10/1/23 4:00,56.45,56.4,0,56.24,0,56.18
10/1/23 5:00,56.4,56.32,0,56.17,0,56.24
10/1/23 6:00,56.42,56.47,0,56.17,0,56.24
10/1/23 7:00,56.4,56.47,0.1,56.24,0.59,56.15
10/1/23 8:00,56.36,56.32,0.4,56.17,2.23,56.13
10/1/23 9:00,56.38,56.32,0.7,56.09,4.07,56.01
10/1/23 10:00,56.36,56.32,0.7,56.09,4.92,56.03
10/1/23 11:00,56.36,56.24,1.1,56.09,8.66,56.03
10/1/23 12:00,56.38,56.32,1,56.09,10.93,56.05
10/1/23 13:00,56.28,56.24,0.7,56.01,12.61,55.93
10/1/23 14:00,56.28,56.17,0.8,56.01,10.25,56.34
10/1/23 15:00,56.45,56.32,0.8,56.24,7.14,56.09
10/1/23 16:00,56.78,56.71,0.9,56.55,5.63,56.4
10/1/23 17:00,57.03,56.86,0.4,56.78,2.72,56.45
10/1/23 18:00,56.8,56.78,0,56.63,0.29,56.51
10/1/23 19:00,56.84,56.78,0,56.63,0,56.45
10/1/23 20:00,56.69,56.78,0,56.47,0,56.55
10/1/23 21:00,56.71,56.71,0,56.47,0,56.15
10/1/23 22:00,56.61,56.71,0,56.32,0,56.07
10/1/23 23:00,56.57,56.4,0,56.32,0,56.15
10/2/23 0:00,56.49,56.4,0,56.32,0,56.13
10/2/23 1:00,56.4,56.47,0,56.17,0,56.13
10/2/23 2:00,56.28,56.32,0,56.01,0,56.11
10/2/23 3:00,56.24,56.32,0,56.09,0,56.24
10/2/23 4:00,56.4,56.47,0,56.09,0,56.13
10/2/23 5:00,56.34,56.32,0,56.09,0,56.13
10/2/23 6:00,56.3,56.4,0,56.01,0,56.17
10/2/23 7:00,56.28,56.4,0.1,56.01,0.65,56.18
10/2/23 8:00,56.34,56.32,0.3,56.17,2.97,56.11
10/2/23 9:00,56.34,56.32,0.8,56.01,5.67,56.03
10/2/23 10:00,56.34,56.4,1,56.09,8.41,56.01
10/2/23 11:00,56.45,56.4,0.9,56.17,10.85,56.01
10/2/23 12:00,56.44,56.32,1.2,56.17,12.11,56.05
10/2/23 13:00,56.45,56.4,1,56.17,11.77,56.03
10/2/23 14:00,56.26,56.32,0.7,56.01,10,56.13
10/2/23 15:00,56.4,56.24,0.6,56.17,7.56,56.34
10/2/23 16:00,56.42,56.4,0.5,56.17,5.16,56.18
10/2/23 17:00,56.76,56.71,0.3,56.55,2.31,56.15
10/2/23 18:00,56.78,56.71,0,56.63,0.31,56.38
10/2/23 19:00,56.71,56.63,0,56.4,0,56.4
10/2/23 20:00,56.61,56.63,0,56.4,0,56.36
10/2/23 21:00,56.61,56.63,0,56.4,0,56.47
10/2/23 22:00,56.61,56.63,0,56.4,0,56.24
10/2/23 23:00,56.45,56.47,0,56.24,0,56.18
10/3/23 0:00,56.45,56.4,0,56.17,0,56.15
10/3/23 1:00,56.38,56.24,0,56.17,0,56.09
10/3/23 2:00,56.34,56.4,0,56.17,0,56.09
10/3/23 3:00,56.28,56.32,0,56.09,0,56.09
10/3/23 4:00,56.26,56.4,0,56.01,0,56.22
10/3/23 5:00,56.32,56.4,0,56.09,0,56.18
10/3/23 6:00,56.3,56.32,0,56.09,0,56.13
10/3/23 7:00,56.36,56.4,0.1,56.09,0.61,56.15
10/3/23 8:00,56.28,56.32,0.7,56.01,3.27,56.15
10/3/23 9:00,56.34,56.4,1.6,56.09,6.81,56.15
10/3/23 10:00,56.4,56.4,2.2,56.17,10.25,56.11
10/3/23 11:00,56.45,56.4,2.4,56.17,13.2,56.11
10/3/23 12:00,56.55,56.55,2.1,56.4,13.11,56.17
10/3/23 13:00,56.59,56.47,1.8,56.32,12.86,56.18
10/3/23 14:00,56.53,56.47,1.4,56.24,11.35,56.03
10/3/23 15:00,56.51,56.4,0.8,56.17,9.08,55.97
10/3/23 16:00,56.55,56.47,0.4,56.32,4.83,56.2
10/3/23 17:00,56.84,56.78,0.3,56.55,2.61,56.22
10/3/23 18:00,56.76,56.78,0,56.63,0.19,56.18
10/3/23 19:00,56.72,56.63,0,56.47,0,56.34
10/3/23 20:00,56.71,56.71,0,56.55,0,56.34
10/3/23 21:00,56.71,56.78,0,56.55,0,56.4
10/3/23 22:00,56.72,56.71,0,56.47,0,56.4
10/3/23 23:00,56.78,56.63,0,56.63,0,56.34
10/4/23 0:00,56.63,56.71,0,56.4,0,56.32
10/4/23 1:00,56.65,56.55,0,56.4,0,56.24
10/4/23 2:00,56.67,56.55,0,56.4,0,56.2
10/4/23 3:00,56.57,56.55,0,56.32,0,56.26
10/4/23 4:00,56.45,56.4,0,56.24,0,56.18
10/4/23 5:00,56.4,56.4,0,56.09,0,56.4
10/4/23 6:00,56.63,56.63,0,56.32,0,55.91
10/4/23 7:00,56.59,56.63,0.1,56.4,0.59,56.34
10/4/23 8:00,56.61,56.63,0.6,56.32,3.23,56.3
10/4/23 9:00,56.61,56.63,1.4,56.32,6.43,56.24
10/4/23 10:00,56.78,56.78,2.4,56.55,9.5,56.32
10/4/23 11:00,56.84,56.86,2.7,56.55,11.77,56.26
10/4/23 12:00,56.92,56.94,2.2,56.71,11.35,56.24
10/4/23 13:00,56.9,56.78,1.6,56.63,11.27,56.26
10/4/23 14:00,56.84,56.78,1.3,56.55,9.84,56.28
10/4/23 15:00,56.69,56.63,0.7,56.47,7.06,56.42
10/4/23 16:00,56.45,56.17,0.3,56.17,4.95,56.28
10/4/23 17:00,56.63,56.32,0.2,56.32,1.8,56.44
10/4/23 18:00,56.9,56.86,0,56.63,0.19,56.18
10/4/23 19:00,56.92,56.94,0,56.63,0,56.3
10/4/23 20:00,56.92,56.94,0,56.71,0,56.59
10/4/23 21:00,56.86,56.94,0,56.63,0,56.32
10/4/23 22:00,56.86,56.86,0,56.71,0,56.45
10/4/23 23:00,56.86,56.94,0,56.63,0,56.65
10/5/23 0:00,56.86,56.86,0,56.63,0,56.65
10/5/23 1:00,56.8,56.94,0,56.55,0,56.61
10/5/23 2:00,56.86,56.78,0,56.63,0,56.63
10/5/23 3:00,56.82,56.86,0,56.63,0,56.63
10/5/23 4:00,56.76,56.63,0,56.55,0,56.65
10/5/23 5:00,56.69,56.71,0,56.47,0,56.47
10/5/23 6:00,56.67,56.71,0,56.4,0,56.49
10/5/23 7:00,56.78,56.71,0,56.55,0.23,56.63
10/5/23 8:00,56.76,56.78,0.2,56.55,1.53,56.42
10/5/23 9:00,56.78,56.86,0.5,56.55,3.18,56.4
10/5/23 10:00,56.8,56.86,0.9,56.63,5.42,56.44
10/5/23 11:00,56.92,56.86,1.1,56.78,6.51,56.67
10/5/23 12:00,56.96,56.86,0.9,56.71,6.31,56.71
10/5/23 13:00,56.96,56.86,0.9,56.71,6.85,56.65
10/5/23 14:00,56.98,56.94,0.8,56.71,7.73,56.65
10/5/23 15:00,56.94,56.94,0.6,56.78,5.71,56.65
10/5/23 16:00,56.92,57.01,0.3,56.71,3.48,56.71
10/5/23 17:00,56.8,56.78,0.1,56.47,1.36,56.49
10/5/23 18:00,56.86,56.78,0,56.63,0.02,56.57
10/5/23 19:00,56.96,56.94,0,56.71,0,56.76
10/5/23 20:00,56.92,56.94,0,56.63,0,56.65
10/5/23 21:00,56.9,56.94,0,56.71,0,56.74
10/5/23 22:00,56.9,56.94,0,56.63,0,56.61
10/5/23 23:00,56.9,56.86,0,56.71,0,56.71
10/6/23 0:00,56.94,56.94,0,56.71,0,56.78
10/6/23 1:00,56.92,57.01,0,56.71,0,56.74
10/6/23 2:00,56.88,56.94,0,56.63,0,56.65
10/6/23 3:00,56.9,56.86,0,56.63,0,56.71
10/6/23 4:00,56.9,56.86,0,56.63,0,56.69
10/6/23 5:00,56.86,56.86,0,56.71,0,56.67
10/6/23 6:00,56.8,56.86,0,56.55,0,56.57
10/6/23 7:00,56.76,56.78,0,56.63,0.31,56.72
10/6/23 8:00,56.86,56.78,0.1,56.63,1.68,56.76
10/6/23 9:00,56.88,56.78,0.5,56.63,5.63,56.63
10/6/23 10:00,56.9,56.94,0.5,56.63,4.83,56.55
10/6/23 11:00,56.92,56.94,0.4,56.63,4.91,56.65
10/6/23 12:00,57.07,57.01,0.5,56.86,5.21,56.82
10/6/23 13:00,57.11,57.01,1.2,56.86,19.5,56.76
10/6/23 14:00,57.15,57.17,0.7,56.94,9.33,56.78
10/6/23 15:00,57.11,57.01,0.3,56.86,5.92,56.78
10/6/23 16:00,57.11,57.17,0.1,56.78,2.93,56.8
10/6/23 17:00,57.07,56.86,0.1,56.78,3.18,56.86
10/6/23 18:00,56.86,56.86,0,56.55,0.1,56.57
10/6/23 19:00,56.76,56.71,0,56.55,0,56.45
10/6/23 20:00,56.98,56.94,0,56.71,0,56.63
10/6/23 21:00,57.03,57.01,0,56.78,0,56.67
10/6/23 22:00,57.01,57.01,0,56.78,0,56.72
10/6/23 23:00,57.05,57.01,0,56.78,0,56.67
10/7/23 0:00,57.05,57.09,0,56.78,0,56.71
10/7/23 1:00,57.05,57.09,0,56.86,0,56.9
10/7/23 2:00,57.05,57.09,0,56.78,0,57.03
10/7/23 3:00,57.07,57.09,0,56.86,0,57.03
10/7/23 4:00,57.07,57.09,0,56.86,0,57.01
10/7/23 5:00,57.09,57.09,0,56.86,0,57.01
10/7/23 6:00,57.07,57.01,0,56.78,0,57.01
10/7/23 7:00,57.05,56.94,0,56.86,0.06,56.86
10/7/23 8:00,57.01,57.01,0.1,56.78,1.4,56.82
10/7/23 9:00,57.05,57.09,0.2,56.86,2.23,56.76
10/7/23 10:00,57.07,57.09,0.3,56.86,4.15,57.01
10/7/23 11:00,57.07,57.09,0.3,56.86,3.52,56.72
10/7/23 12:00,57.15,57.09,0.1,56.94,1.85,56.84
10/7/23 13:00,57.15,57.25,0.1,56.86,1.28,57.01
10/7/23 14:00,57.17,57.17,0.2,56.94,2.36,57.05
10/7/23 15:00,57.17,57.25,0.1,56.94,1.72,57.03
10/7/23 16:00,57.17,57.17,0,56.94,0.5,57.09
10/7/23 17:00,57.17,57.17,0,56.86,0.02,57.15
10/7/23 18:00,57.11,57.01,0,56.86,0,57.17
10/7/23 19:00,57.05,57.01,0,56.78,0,57.25
10/7/23 20:00,56.98,57.01,0,56.78,0,56.86
10/7/23 21:00,57.17,57.01,0,56.94,0,56.71
10/7/23 22:00,57.34,56.94,0,57.17,0,57.09
10/7/23 23:00,57.32,57.01,0,57.09,0,57.3
10/8/23 0:00,57.34,57.17,0,57.09,0,57.23
10/8/23 1:00,57.34,57.32,0,57.09,0,57.09
10/8/23 2:00,57.34,57.25,0,57.09,0,57.19
10/8/23 3:00,57.3,57.32,0,57.01,0,57.32
10/8/23 4:00,57.32,57.25,0,57.01,0,57.23
10/8/23 5:00,57.28,57.25,0,57.09,0,57.11
10/8/23 6:00,57.27,57.32,0,57.01,0,57
10/8/23 7:00,57.27,57.25,0,57.01,0,56.9
10/8/23 8:00,57.27,57.25,0,57.17,0.15,56.96
10/8/23 9:00,57.25,57.17,0,57.01,0.33,56.98
10/8/23 10:00,57.27,57.25,0,57.01,0.92,57.01
10/8/23 11:00,57.28,57.25,0.4,57.01,1.74,57.05
10/8/23 12:00,57.34,57.32,0.1,57.09,0.88,56.94
10/8/23 13:00,57.46,57.32,0.1,57.25,1.78,56.96
10/8/23 14:00,57.63,57.4,0,57.4,1.83,57.05
10/8/23 15:00,57.69,57.56,0,57.4,1.24,57.09
10/8/23 16:00,57.77,57.63,0,57.56,0.46,57.17
10/8/23 17:00,57.67,57.63,0,57.4,0.19,57.21
10/8/23 18:00,57.57,57.4,0,57.25,0,57.19
10/8/23 19:00,57.44,57.32,0,57.17,0,57.17
10/8/23 20:00,57.28,57.32,0,57.01,0,57.05
10/8/23 21:00,57.32,57.25,0,57.09,0,57.03
10/8/23 22:00,57.32,57.25,0,57.09,0,56.98
10/8/23 23:00,57.32,57.32,0,57.09,0,57.11
10/9/23 0:00,57.25,57.25,0,56.94,0,57.19
10/9/23 1:00,57.21,57.25,0,57.09,0,57.11
10/9/23 2:00,57.25,57.25,0,56.94,0,57.11
10/9/23 3:00,57.23,57.25,0,57.01,0,57.11
10/9/23 4:00,57.23,57.17,0,57.01,0,56.98
10/9/23 5:00,57.21,57.17,0,56.94,0,56.96
10/9/23 6:00,57.17,57.17,0,57.01,0,56.96
10/9/23 7:00,57.13,57.09,0.2,56.94,0.31,56.96
10/9/23 8:00,57.07,57.09,0.9,56.86,1.47,56.86
10/9/23 9:00,57.19,57.09,1.1,57.01,4.07,56.59
10/9/23 10:00,57.23,57.01,2.2,57.01,6.09,56.78
10/9/23 11:00,57.42,57.32,4.6,57.17,7.23,56.96
10/9/23 12:00,57.57,57.32,6.2,57.32,10.08,57.09
10/9/23 13:00,57.71,57.63,6.9,57.48,9.16,56.9
10/9/23 14:00,57.79,57.63,5.5,57.56,8.24,56.96
10/9/23 15:00,57.9,57.63,3.9,57.71,5.71,56.92
10/9/23 16:00,57.92,57.79,2.3,57.71,2.97,57.11
10/9/23 17:00,57.94,57.86,0.8,57.63,0.99,57.11
